ticker,name,market,sector,price,changePercent,marketCap,capCategory,pe,rsi,sma50,sma200,bearishScore,bullishScore,sentimentAvg,compositeScore
DLR,Digital Realty,US,Real Estate,202.985,34.48,71007674368,Large,56.701817,81.1,180.99,170.07,9,8,0.000,44
SPG,Simon Property Group,US,Real Estate,207.03,81.19,78804516864,Large,14.610444,72.3,194.54,182.75,5,6,0.000,56
CCI,Crown Castle,US,Real Estate,88.44,-51.67,38592331776,Large,35.095238,59.5,85.93,92.63,5,2,0.000,40
PSA,Public Storage,US,Real Estate,311.11,13.81,54612955136,Large,34.567776,70.1,292.41,284.95,5,6,0.000,48
O,Realty Income,US,Real Estate,65.165,-1.95,60763144192,Large,55.696583,66.1,63.98,59.80,0,6,0.000,52
WELL,Welltower,US,Real Estate,210.562,176.62,148347355136,Large,149.33475,60.2,205.34,184.56,0,6,0.000,52
VICI,VICI Properties,US,Real Estate,28.925,-4.06,30920505344,Large,11.082376,61.3,28.69,30.28,5,2,0.000,47
IRM,Iron Mountain,US,Real Estate,119.28,202.05,35483271168,Large,238.56,76.0,106.61,97.29,9,7,0.000,41
CBRE,CBRE Group,US,Real Estate,151.57,86.18,44737183744,Large,39.368835,69.2,142.25,154.05,5,2,0.000,38
CHTR,Charter Communications,US,Communication,243.82,-62.63,30875305984,Large,6.735359,66.2,226.03,245.22,3,3,0.000,56
EA,Electronic Arts,US,Communication,203.49,44.46,50924130304,Large,76.213486,57.5,201.47,190.76,2,7,0.000,48
TTWO,Take-Two Interactive,US,Communication,214.28,20.45,39679397888,Large,,61.9,203.62,232.71,3,2,0.000,41
LYV,Live Nation,US,Communication,156.8,99.87,36816941056,Large,,49.1,156.85,151.64,2,3,0.000,49
WBD,Warner Bros Discovery,US,Communication,27.535,-22.37,69023866880,Large,94.94828,51.4,27.77,22.05,0,6,0.000,55
GME,GameStop,US,Consumer Cyclical,24.29,-38.71,10891033600,Large,31.545456,56.3,23.69,23.15,0,6,0.000,58
AMC,AMC Entertainment,US,Communication,1.775,-98.09,1034465088,Small,,75.1,1.21,2.17,10,2,0.000,29
BABA,Alibaba,US,Consumer Cyclical,139.86,-39.16,334391443456,Large,24.614437,61.6,138.02,147.17,5,2,0.000,39
PDD,PDD Holdings (Temu),US,Consumer Cyclical,103.83,-17.34,147401900032,Large,10.562564,55.0,102.18,115.24,5,2,0.000,45
NIO,NIO,US,Consumer Cyclical,6.695,-81.87,16775441408,Large,,61.9,5.58,5.62,5,3,0.000,46
XPEV,XPeng,US,Consumer Cyclical,17.68,-43.46,16897673216,Large,,48.3,17.92,19.99,4,4,0.000,42
LI,Li Auto,US,Consumer Cyclical,18.72,-2.30,19140116480,Large,117,56.0,18.07,20.90,3,3,0.000,39
BIDU,Baidu,US,Communication,126.16,-39.34,42926276608,Large,72.92486,62.6,123.15,119.42,3,5,0.000,40
RIOT,Riot Platforms,US,Technology,17.87,-53.66,6774979584,Mid,,62.8,15.15,15.51,3,2,0.000,42
IONQ,IonQ,US,Technology,47.3,359.22,17390972928,Large,,77.0,33.75,46.50,12,2,0.000,28
RGTI,Rigetti Computing,US,Technology,19.68,98.79,6536722944,Mid,,69.4,16.19,22.69,6,2,0.000,28
SOUN,SoundHound AI,US,Technology,8.14,-6.65,3469349888,Mid,,62.5,7.49,11.84,4,2,0.000,32
UPST,Upstart,US,Fintech,34.21,-62.73,3271274240,Mid,75.95556,69.3,28.90,49.16,6,2,0.000,25
LYFT,Lyft,US,Technology,14.29,-76.50,5684976640,Mid,2.0969162,55.5,13.72,17.47,4,2,0.000,45
JOBY,Joby Aviation,US,Industrials,9.059,-8.95,8862974976,Mid,,50.2,9.42,13.67,7,2,0.000,27
LUNR,Intuitive Machines,US,Industrials,28.47,195.03,4537862656,Mid,,69.2,19.54,14.04,2,7,0.000,63
ASTS,AST SpaceMobile,US,Communication,78.299,877.52,29927950336,Large,,41.6,89.00,72.47,3,3,0.000,43
WOLF,Wolfspeed,US,Technology,25.29,40.50,1222484224,Small,,65.0,18.94,,2,3,0.000,48
QS,QuantumScape,US,Technology,7.025,-77.30,4303387648,Mid,,54.8,6.97,10.43,6,2,0.000,29
DJT,Trump Media,US,Communication,10.05,-37.19,2779766272,Mid,,54.3,9.97,13.99,6,2,0.000,30
GPN,Global Payments,US,Fintech,72.625,-65.91,20327833600,Large,16.393906,59.2,71.70,78.76,3,2,0.000,47
TROW,T. Rowe Price,US,Financials,97.76,-44.63,21318807552,Large,10.580087,69.4,92.01,101.27,3,2,0.000,49
NDAQ,Nasdaq Inc,US,Financials,87.78,64.92,50121981952,Large,28.407768,54.0,85.16,90.50,5,3,0.000,43
ALLY,Ally Financial,US,Financials,46.365,-0.91,14331037696,Large,19.563293,76.5,40.19,40.89,10,3,0.000,42
FITB,Fifth Third Bancorp,US,Financials,50.99,39.93,46187913216,Large,17.16835,66.6,48.78,45.89,0,6,0.000,63
MTB,M&T Bank,US,Financials,221.515,48.00,32896014336,Large,12.437682,62.3,215.24,201.69,0,6,0.000,65
RF,Regions Financial,US,Financials,28.39,41.95,24254038016,Large,11.780083,65.3,27.54,26.54,0,6,0.000,64
CFG,Citizens Financial,US,Financials,65.23,52.73,27789518848,Large,15.457348,66.3,61.57,55.53,0,6,0.000,66
HBAN,Huntington Bancshares,US,Financials,17.11,12.79,34844930048,Large,12.305756,65.4,16.50,16.82,3,2,0.000,51
KEY,KeyCorp,US,Financials,22.035,11.06,23958501376,Large,13.518405,69.4,20.79,19.48,0,6,0.000,65
ZION,Zions Bancorporation,US,Financials,63.55,21.39,9398335488,Mid,10.574042,71.0,58.80,56.62,5,7,0.000,60
FHN,First Horizon,US,Financials,24.76,47.56,0,Small,12.442211,65.7,23.61,22.88,0,5,0.000,63
EWBC,East West Bancorp,US,Financials,119.38,66.97,16429393920,Large,12.539915,67.5,112.11,108.44,0,6,0.000,65
WAL,Western Alliance Bancorp,US,Financials,80.21,-17.24,8827404288,Mid,9.187859,63.3,78.73,82.64,3,2,0.000,51
FNB,F.N.B. Corp,US,Financials,17.975,45.55,6424068096,Mid,11.095679,62.4,17.19,16.58,0,6,0.000,64
CBOE,Cboe Global Markets,US,Financials,303.895,191.42,31831699456,Large,29.193563,60.4,289.39,258.42,2,6,0.000,59
SEIC,SEI Investments,US,Financials,81.29,29.77,9937551360,Mid,14.438721,59.4,79.51,84.01,6,2,0.000,45
SF,Stifel Financial,US,Financials,82.49,85.96,12768455680,Large,21.097185,71.3,76.03,78.11,8,2,0.000,41
EVR,Evercore,US,Financials,362.58,167.29,14360142848,Large,25.824785,78.0,312.05,322.02,10,2,0.000,37
RJF,Raymond James Financial,US,Financials,153.35,81.54,30280034304,Large,14.989247,57.8,151.16,161.15,3,2,0.000,48
WBS,Webster Financial,US,Financials,73.02,44.45,11773459456,Large,12.37627,64.0,70.64,63.03,2,7,0.000,66
FCNCA,First Citizens BancShares,US,Financials,2061.24,148.24,24390866944,Large,12.47271,68.8,1943.88,1953.75,3,3,0.000,54
OZK,Bank OZK,US,Financials,49.265,28.06,5511662080,Mid,7.971683,69.3,46.96,48.28,3,2,0.000,53
FNF,Fidelity National Financial,US,Financials,50.555,24.00,13707360256,Large,22.875565,63.9,49.65,53.97,3,2,0.000,46
CINF,Cincinnati Financial,US,Financials,168.055,57.10,26150612992,Large,11.079816,63.5,162.86,159.07,0,7,0.000,65
GL,Globe Life,US,Financials,152.02,47.14,11954416640,Large,10.796875,71.9,142.98,138.09,7,6,0.000,54
WRB,W. R. Berkley,US,Financials,66.935,86.69,25436717056,Large,15.041574,50.3,68.36,70.97,4,4,0.000,50
LTC,LTC Properties,US,Real Estate,39.515,-8.49,1956282368,Small,15.680555,58.6,38.70,36.36,2,6,0.000,60
AMH,American Homes 4 Rent,US,Real Estate,30.975,-12.84,12859976704,Large,26.250002,71.9,29.53,32.21,8,2,0.000,38
INVH,Invitation Homes,US,Real Estate,27.305,-19.64,16639288320,Large,28.442709,71.1,25.83,28.15,10,2,0.000,35
EXR,Extra Space Storage,US,Real Estate,146.09,-0.20,32231880704,Large,31.827885,67.7,141.02,140.10,2,5,0.000,51
MAA,Mid-America Apartment,US,Real Estate,128.74,-16.78,15428570112,Large,34.148544,58.0,128.78,135.79,4,2,0.000,42
ARE,Alexandria Real Estate,US,Real Estate,48.56,-72.91,8415465984,Mid,,55.7,49.67,62.74,7,2,0.000,31
ESS,Essex Property Trust,US,Real Estate,257,-12.84,17769385984,Large,24.71154,62.0,251.49,259.66,3,2,0.000,47
KIM,Kimco Realty,US,Real Estate,24.27,22.64,16364393472,Large,29.591463,73.6,22.95,21.62,7,7,0.000,51
